Post Index,followers,upload time,Like Count,Comment Count,is Photo,is Video,hashtag,Pic Description,days_diff,have_error,is_empty
3,49,2024-09-18 06:49:44,2,0,1,0,"mbti ,isfj ,ISTJ ,estj ,esfj ,sj ,Personality ,psychology ,16",行事曆和海報的插圖.,67.0,True,False
4,1,2024-09-01 12:33:44,3,0,0,1,"Hidle ,Ye Shuhua ,Yuqi ,cute ,Song Yuqi ,yuqi ,Tian Xiaojuan ,Niche ,Idol ,funny ,Variety """,,84.0,True,False
0,59,2024-10-23 12:28:34,12,0,0,1,"Meng pet daily record ,Animal confusion behavior",,32.0,True,False
1,20,2024-10-27 09:03:16,562,253,1,0,no hashtage,3 個人、毛髮、上衣和文字的圖像.,28.0,True,True
2,4,2024-11-16 15:05:12,681,0,1,0,no hashtage,2 個人、大家在跳舞、網襪、舞台服裝和音樂會的圖像.,8.0,False,True
0,44,2024-11-14 11:00:00,9,0,0,1,TWICE,,10.0,True,False
1,20,2024-08-23 05:59:34,2,0,1,0,"16personalities ,neris ,intp ,entj ,Entp ,infj ,infp ,enfp ,isfj ,estj ,esfj ,istp ,ISFP ,ESTP ,esfp ,Mixed '",塗鴉.,93.0,True,False
2,11,2024-11-08 11:20:53,496,0,1,0,"Hwasa ,hwasa ,idiot ,My summer ,dancingqueensontheroad ,Queenhwasa ,of Samaria ,HwasaShow ,Hwasho Show ,Aespa ,Illit ,StrayKids ,KissOfLife ,Seventeen ,Twice ,NCT ,Enhypen ,Zerobaseo ,Exo ,Door ,txt ,gidle ,ive",1 人、毛髮和上衣的圖像.,16.0,True,False
0,197,2024-11-01 11:11:47,1,0,0,1,no hashtage,,23.0,False,True
1,11,2024-11-14 04:50:31,214,0,1,0,"dogconditioning ,dogtherapy ,dogphysiotherapy ,dogphysio ,Dog Diary ,Pet rehabilitation ,Pet massage ,canineenrichment ,canineconditioning ,k9conditioning ,Dog supplies ,therapydog ,rescuedog ,dogtraining ,dogtrainingadvice ,weratedogs ,Dog snacks ,Cat Daily ,Cat diary '",壘球和棒球的圖像.,10.0,True,False
2,168,2024-11-14 04:16:00,58,0,1,0,"Seorina ,Seolinah ,sᴇᴏʀɪɴᴀ ,koreanactress ,fyp ,Foreau ,Foreopge ,gorgeous ,effortless ,stunning ,explore ,explorepage ,exploremore ,fyppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp ,Solo ,Seorina ,Seolinah",1 人、毛髮和上衣的圖像.,10.0,True,False
3,24,2024-09-04 19:31:05,64,280,0,1,"funnyvideos ,remixreels ,remix ,down syndrome ,Down syndromerocks ,macthecreator ,rnb'",,81.0,True,False
0,33,2024-10-16 13:07:46,2,226,0,1,"gentleparenting ,dadlife ,babiesofinstagram ,relatable ,momlife ,toddler ,trendingreels ,funnyvideos'",,39.0,False,False
1,105,2024-10-30 13:30:03,1,0,0,1,"Wei Ruxuan ,I really want to listen to music '",,25.0,True,False
2,1,2024-11-14 20:01:47,926,0,0,1,"miyeon ,chomiyeon ,Face ,Cho Mi -yeon ,Hidle ,gitlemiyeon ,gidlechomiyeon ,miyeon_the_cutie'",,10.0,True,False
3,6,2024-11-15 05:04:58,330,0,1,0,itzy,1 人、美妝、吸菸、火、運動褲、運動服和帆布折疊椅的圖像.,9.0,True,False
4,3,2024-11-13 17:19:40,31,0,0,1,"mamamoo ,Mamamu ,solar ,Solar ,moonbyul ,Door ,Wheein ,Whistle ,hwasa ,hwasa ,wish ,Muzzle ,kimyongsun ,Yongseon Kim ,moonbyulyi ,Moon Star ,young ,Jung Hui -in ,Hahiajin ,Ahn Hye -jin ,kpop ,instagram ,who ,Discover ,kpopturkey ,mamamoomagazines'",,11.0,True,False
0,7,2024-10-24 08:34:09,,247,0,1,"Reduction ,Beautifully redeemed ,Bone '",,31.0,True,False
0,207,2024-09-27 07:23:12,12,0,0,1,"English sentence ,Superman, come back",,58.0,True,False
1,1,2024-11-11 06:03:17,95,277,0,1,"STAYC ,ISA ,VIVIZ ,BB ,EUNHA ,galaxy ,Shhh ,fizzle ,Shhhchallenge ,Hiss challenge '",,13.0,True,False
2,3,2024-11-14 13:58:58,261,0,0,1,"totoro ,chinchillacuteness ,chinchillafun ,chinchillapersian ,chinchillapets ,chinchillainstagram ,pani ,Thunderbolt ,Chinchilla ,Chinchilla ,Doudou ,Pani ,Shenpani's diary '",,10.0,True,False
3,510,2024-11-12 13:28:15,155,0,1,0,"NEW ,Sadie Elizabeth Sink ,Newcontent ,Foreopge ,sadiesinkdiaries_",1 人和美妝的黑白圖像.,12.0,True,False
0,9,2024-11-16 11:47:02,570,0,0,1,"Macau learning Korean ,Macau jk Korean ,couple",,8.0,True,False
1,20,2024-11-10 08:09:52,529,285,1,0,"Popular song ,ITZY",5 個人、瀏海和文字的圖像.,14.0,True,False
2,992,2024-11-08 01:22:00,254,0,1,0,"enhypenmomasos ,enhypenposts ,enhypen ,The meadows ,enhypen ,postenhypen ,post ,posts ,enhypenmomasos ,enhypenmemes ,memesenhypen ,Jungwon ,heeseung ,jay ,jake ,Sunghoon ,Listen ,N_ ,enhypen ,español'",3 個人、瀏海和文字的迷因.,16.0,False,False
0,58,2024-11-13 19:51:03,520,0,0,1,zico,,11.0,True,False
1,20,2024-11-06 02:00:15,342,279,1,0,"CASIO ,GSHOCK ,GSHOCKWOMEN ,watches ,accessories ,GSHOCKxITZY ,ITZY'",4 個人、毛髮和文字的圖像.,18.0,False,False
0,253,2024-09-25 08:01:30,2,0,0,1,no hashtage,,60.0,True,True
1,20,2024-11-11 11:00:15,342,302,0,1,"Imaginary friend ,VIVIZ ,ITZY ,Between ,For the ,CHAERYEONG ,ITZY_GOLD ,ITZY_ImaginaryFriend ,BB ,Eunha '",,13.0,True,False
2,19,2024-11-15 08:55:55,943,0,0,1,"Kinkma ,Kink Mahamster ,I want to connect with people who like hamsters ,Living with hamster ,Pet '",,9.0,True,False
3,65,2024-11-15 11:36:00,2,0,0,1,"Zhang Ruofan ,Outside the door ,Nobo Freedom '",,9.0,False,False
0,217,2024-11-17 13:30:56,10,0,0,1,"aespa ,Korean intelligence ,Korean news",,7.0,True,False
1,4,2024-09-14 09:31:00,551,0,0,1,no hashtage,,71.0,False,True
2,5,2024-11-01 17:27:30,26,0,0,1,"Seo Eun -gwang ,M Burger '",,23.0,True,False
0,347,2024-11-05 09:23:28,68,309,0,1,no hashtage,,19.0,False,True
1,68,2024-11-17 12:13:18,313,0,0,1,"CL ,Chalin ,chaelin ,Chaerin ,leechaelin ,leechaerin ,chaerinlee ,chaelinlee ,chaelincl ,Wonderful ,gizibe ,gzbz ,gizibes ,thebaddestfemale ,verycherry ,queen ,verycherryrecords ,rap ,2ne1 ,streetstyle ,kpop ,2ndgen'",,7.0,True,False
2,3,2024-11-17 10:48:01,78,0,1,0,"mamamo ,Mamamu ,solar ,Solar ,moonbyul ,wheein ,Whistle ,Hwasa ,wish ,Muzzle ,cimyongsun ,Yongseon Kim ,moonbyulyi ,Moon Star ,young ,Jung Hui -in ,Hahiajin ,Ahn Hye -jin ,kpop ,K -pop ,instagram ,who ,Discover ,kpopturkey",1 人和文字的圖像.,7.0,True,False
3,4,2024-11-18 07:21:47,33,0,0,1,"Gossip ,U.S. work ,workingholiday'",,6.0,True,False
0,138,2024-11-10 13:14:27,10,0,0,1,no hashtage,,14.0,False,True
1,77,2024-11-18 15:44:02,1,0,1,0,no hashtage,1 人和傘的圖像.,6.0,False,True
2,77,2024-11-16 11:37:47,276,0,0,1,"Hemp milk pot ,Squid ,A bit thick pork chop curry rice ,Kaohsiung ,Mama Sang Pot Boil ,Mulberry ,Fengshan Food ,Fengshan Snack ,Qianzhen Food ,Qianzhen snack ,Kaohsiung pot ,Sally eat Fengshan ,Sally eats a former town ,Kaohsiung Food ,Food notes ,Go with me if you want to eat ,Sally eat three meals ,Sally eats Kaohsiung ,Government'",,8.0,True,False
0,36,2024-11-08 20:48:24,1,280,0,1,no hashtage,,16.0,False,True
1,11,2024-11-17 17:24:39,323,0,1,0,"Mamamo ,Mamamu ,solarmamamoo ,solar ,Solar ,cimyongsun ,Grandson ,Solar ,fyp '",1 人和文字的圖像.,7.0,True,False
2,6,2024-11-12 18:54:41,1,0,1,0,"itzy ,ryujin",3 個人、毛髮、海報、上衣和文字的圖像.,12.0,True,False
3,648,2024-10-28 10:43:38,24,0,0,1,"Jungarian ,hamster ,hamster ,animal ,maple ,Shah '",,27.0,True,False
4,2,2024-10-31 06:44:26,273,0,1,0,"Bunsei ,Jin Rongxian ,Ding Huiren ,An Huizhen ,Mamamu ,Door ,Whistle ,Moon Star ,Yongseon Kim ,Jung Hui -in ,Notjin ,mamamo ,moonbyul ,solar ,Wheein ,hwasa ,Mint ,玟 ,Pile ,Watsha ,Mamamu ,Fit",4 個人、毛髮、上衣、音樂會和文字的圖像.,24.0,True,False
0,49,2024-11-16 15:24:56,847,291,0,1,no hashtage,,8.0,False,True
0,217,2024-10-05 06:01:40,2,0,0,1,"reels ,Italy ,Adorable child ,video ,funnyvideo ,memes'",,50.0,True,False
0,50,2024-11-11 00:20:55,2,0,0,1,"Copywriting ,Quotation sharing ,Quotation ,love ,Language Drop Series ,Copywriting ,Copywriting ,Copy ,Copywriting series ,Copywriting ,Album ,Quotation sentence ,positivevibes ,photography ,Movie ,Film ,Movie quotation ,Shadow ,Soup'",,13.0,True,False
1,21,2024-11-15 17:23:48,576,0,1,0,no hashtage,,9.0,True,True
2,46,2024-11-16 09:44:00,164,0,1,0,"Hamuken Sanchi Ham -chan ,Hamster enthusiasts ,Hamster ,Out ,Cute hamster ,Hamsterdore ,Hamster cute",齧齒動物和倉鼠的圖像.,8.0,True,False
3,20,2024-11-12 09:35:53,776,0,0,1,"Strawberry season ,Taipei Cafe ,Taipei brunch ,Taipei afternoon tea ,Taichung dessert ,Taichung Cafe ,Traveling to Japan ,Pancake ,Japanese style dish ,Japanese food ,Strawberry control ,Thick loosecop ,Shufu bodon ,Shufrey ,strawberry ,strawberries'",,12.0,True,False
4,8,2024-11-18 09:05:43,161,0,0,1,"雅 雅 ,Wet paper towel ,Crayon Xiaoxin '",,6.0,True,False
5,289,2024-11-05 10:19:23,1,0,0,1,"dafshoes ,shoe ,Short boots ,Double 11 Shopping Festival",,19.0,True,False
6,88,2024-11-13 16:19:43,3,0,0,1,"oppsbabyiloveyou ,dance ,Dancer's balances ,heybunnies'",,11.0,True,False
7,13,2024-11-17 13:16:13,444,0,0,1,"javonwannawalton ,javonwalton ,javon ,viral ,viralpost ,viralreels ,viralvideos ,fyp ,FYP ,onwardwanna'",,7.0,False,False
8,77,2024-11-13 07:10:27,,0,1,0,"milliebobbybrownedit ,eleven ,011 ,maxmayfield ,Lucassinclair ,calebmclaughlin ,Finnwubt ,mikewheeler ,nancywheeler ,Dustinhendersron ,gatenmatarazzo ,Noahheads ,steveharrington ,cheersy '",1 人、稻草人和舞台服裝的圖像.,11.0,True,False
9,79,2024-11-16 08:27:52,1,0,0,1,no hashtage,,8.0,False,True
10,114,2024-11-14 12:34:43,8,0,0,1,no hashtage,,10.0,False,True
11,65,2024-11-14 03:13:54,104,0,0,1,"Go to the night ,NightWalk ,Bad '",,10.0,False,False
0,5,2024-11-11 15:24:06,3,0,0,1,"scoups ,jeonghan ,Joshua ,jun ,hoshi ,wonwoo ,the8 ,Mingyu ,dokyeom ,vernon ,dino ,seventeenxlazada'",,13.0,True,False
1,7,2024-11-17 04:28:42,119,0,1,0,"1117 ,FamilyMart ,Family ,Milk tea control ,FamiCollection ,DoubleShotMilkTea ,Milktea ,pop ,popyummy ,Jyun_ Convenience Store Food Notes'",牛奶、果汁、瓶子和文字的圖像.,7.0,True,False
2,20,2024-11-01 02:00:19,679,297,1,0,Myomai,5 個人和文字的圖像.,23.0,True,False
0,253,2024-11-08 23:01:24,2,0,0,1,no hashtage,,16.0,False,True
0,207,2024-10-16 13:23:16,4,0,0,1,"Zheng Meiai ,Inspirational",,39.0,True,False
1,100,2024-09-27 16:40:34,1,201,0,1,"mom ,wifelife ,Renfroepartyof3 ,marriagelife ,marriage ,explore ,love ,relationships ,couplescomedy ,funnycouples ,relatable ,husband ,husbandandwifecomedy ,marriedlife ,toddlerlife ,parenting",,58.0,True,False
2,2,2024-11-14 11:24:49,55,307,1,0,no hashtage,4 個人的圖像.,10.0,False,True
3,145,2024-11-16 20:25:25,1,0,0,1,no hashtage,,8.0,False,True
4,88,2024-11-17 15:26:22,2,0,0,1,"onsnewish ,onewishdance ,onewishchallenge ,dance ,dancecover'",,7.0,True,False
0,181,2024-11-17 09:01:34,2,0,0,1,"Newspaper ,Parent and child ,couple ,kid ,Mengwa '",,7.0,True,False
1,3,2024-10-15 11:40:01,6,0,0,1,"Hidle ,G_IDLE ,idle ,rainy season ,Yuqi ,yuqi ,Song Yuqi ,Yuqi ,minnie ,Mini ,Minni ,曺 曺 曺 曺 曺 曺 ,Tian Xiaojuan ,Soyon ,Shuhua ,Ye Shuhua ,Shuhua ,Shuhwa '",,40.0,True,False
2,613,2024-11-11 22:35:32,1,0,0,1,"Taeyeon ,Taeyeon ,Girls' Generation ,Girlhood ,girlsgeneration ,tiffanyyoung ,tiffany ,sunny ,hyoyeon ,yuri ,Sooyoung ,seohyun ,yoona ,Kitamis ,taetae ,taengoo",,13.0,True,False
3,5,2024-11-14 19:04:28,,0,0,1,"javonwalton ,javonwannawalton ,workout ,reels'",,10.0,False,False
0,6,2024-11-08 12:05:55,167,308,0,1,no hashtage,,16.0,False,True
0,810,2024-11-12 12:36:39,3,0,0,1,no hashtage,,12.0,False,True
0,29,2024-11-15 06:15:27,563,0,0,1,"Yan Rujing ,Lose weight ,diet ,loseweightfast ,Kardashian ,prettygirls ,beautiful ,kimkardashian'",,9.0,True,False
1,34,2024-11-14 12:51:38,2,0,0,1,"Milk dog ,Beanborn ,Shiba dog ,dog ,Dog ,Daily ,Dog photography ,cute ,Cute pet ,Meng pet daily ,Dog photography ,cute ,Record the daily life of the dog ,Dog raising ,Wangwang ,Wang Xingren ,Cute dog ,Wang ,Dog slave ,dog ,Dog Diary ,pet ,doglover ,Taiwan ,Taiwan ,Kaohsiung'",,10.0,True,False
2,1,2024-11-14 05:01:26,4,0,1,0,"Apink ,PINKCHRISTMAS ,Apink '",海報和文字的圖像.,10.0,False,False
0,217,2024-11-11 08:01:14,2,0,0,1,"reels ,New York ,Faucet ,Hot water ,travel ,funny ,video ,funnyvideo ,instagram ,memes'",,13.0,True,False
0,130,2024-10-16 11:42:01,19,0,0,1,"kep1er ,Kepler ,Hunning Bahee ,Hounun Baye ,kpop ,idol ,Hueehagahiyuyih",,39.0,True,False
0,37,2024-10-24 16:02:09,1,0,0,1,"pet ,cat ,dog ,cute ,animals ,foryou ,typ'",,31.0,False,False
1,495,2024-11-02 21:01:52,47,0,0,1,brunomars,,22.0,True,False
2,156,2024-11-09 12:56:41,33,0,1,0,"sparrow ,Sparrow ,Spinning ,sparrow ,bird ,Bird ,Wild bird ,Sparrow photo book ,bird",麻雀的圖像.,15.0,True,False
3,41,2024-10-27 15:19:23,16,0,0,1,"pet ,dog ,cute ,lovely ,Samoye '",,28.0,False,False
4,758,2024-11-16 02:37:16,26,0,1,0,"WOOAH ,elegance ,NANA ,Me ''",1 人、電話、眼鏡和帽子的自拍照.,8.0,False,False
5,63,2024-10-31 04:54:00,1,0,0,1,"Cute pet ,Cat ,Cat ,funny ,interesting ,Animal daily ,There is love in the world ,Confused",,24.0,True,False
6,1,2024-10-13 09:32:30,217,0,0,1,no hashtage,,42.0,False,True
7,6,2024-09-21 09:14:08,362,0,0,1,"Door ,Moon Star ,Moon Star ,Solar ,Yongbean bean ,moonbyul ,moonstar ,moonsun ,solar ,mamamoo ,mamamooplus ,mamamoomoonbyul ,mamamoosolar ,ykbk ,Yongkongbyulkong ,happychuseok'",,64.0,True,False
8,5,2024-11-18 13:48:34,70,0,1,0,no hashtage,"2 個人、禿鷹和顯示的文字是「 ET ET P "" working on y English accent... Being around so many English people, it's gotten... I'm overthinking it."" -ZENDAYA, Vanity Fair 」的圖像.",6.0,False,True
9,482,2024-11-14 09:54:40,6,0,0,1,no hashtage,,10.0,True,True
12,1,2024-10-27 18:59:34,44,0,0,1,"pug ,dog ,dogsofinstagram ,WeeklyFluff'",,28.0,True,False
13,4,2024-09-21 17:05:54,778,0,0,1,"bopit ,guineapigs ,Foreopge ,fyp ,FYP ,viral'",,64.0,True,False
14,145,2024-11-15 18:23:15,2,0,0,1,no hashtage,,9.0,False,True
15,31,2024-10-28 09:49:12,390,0,1,0,"Pepsi ,Follow Tim all over Taiwan's food attractions ,All -Lianlian Food ,All -linked new product ,New article ,Taiwan food ,Open the box '",啤酒、氣泡水和文字的圖像.,27.0,True,False
16,663,2024-10-29 13:06:10,24,0,0,1,"4foodie ,4Foodie Taipei ,4Foodie Zhongxiao Dunhua Station ,Hand scroll bar ,Scroll ,Taipei Food ,Taipei American style ,Creative American style",,26.0,True,False
17,41,2024-11-15 05:59:36,5,0,1,0,no hashtage,2 個人和文字的圖像.,9.0,False,True
18,38,2024-11-16 14:47:37,176,0,0,1,"chaeunwoo ,straykids ,jimin ,arianagrande ,hair ,twice ,newjeans ,btsv",,8.0,True,False
19,626,2024-09-10 10:33:40,109,0,0,1,"Illustration ,design ,art ,illustration ,design ,animation ,anime ,character ,digitalart ,digitalanimation ,Rice ball",,75.0,True,False
20,21,2024-08-26 00:32:07,14,0,0,1,"shuhuaedit ,Hidle ,Girls ,neverland ,minnie ,gidleminnie ,Minni ,gidleyuqi ,Yuqi ,gidlemiyeon ,Unparressing ,曺 曺 曺 曺 曺 曺 ,so soeon ,gidlesoyeon ,Shoe ,Ye Shuhua ,Shu Hua '",,90.0,True,False
21,207,2024-10-25 06:22:52,1,0,0,1,"behave in a spoiled manner ,Jin Zhiyuan '",,30.0,True,False
22,15,2024-09-20 12:56:00,860,0,0,1,"guineapig ,guineapigs ,guineapiggies ,smallpets ,guineapigsofinsta ,guineapigsofig ,guineapigsofinstagram ,guineapigstagram ,guineapiglover ,guineapigsofinsta ,cavylife ,cavy ,Cavylove ,guinea pig ,Guinea pigs ,weekend ,wheekend ,fridaymood ,instaguineapig ,smallpetsofinstagram ,cavycuteness ,lovetheguinea ,caviesofin ,furrypotato ,guineapigzone ,guinea pig ,guinea pig ,guinea pig'",,65.0,True,False
23,5,2024-10-16 10:20:28,12,0,0,1,"The following manufacturers chase up ,Taichung ,Taichung attraction ,Unwilling ,Dragon and phoenix ,Taichung Chinese dress ,Cheongsam Hanfu experience ,Xiuhe suit style ,New secret ,New secret recommendation ,photography ,Moderator Heidi ,Costume experience ,Taiwan Folk Culture Museum ''",,39.0,True,False
24,9,2024-11-14 05:32:05,645,0,1,0,no hashtage,4 個人、海報、胸罩和文字的圖像.,10.0,False,True
25,21,2024-11-08 03:32:56,37,0,0,1,"Monochrome ,standupcomedy ,Uzche ,Gi Kai '",,16.0,False,False
26,59,2024-09-20 09:58:09,8,0,0,1,"Chai Chai daily ,Shiba dog ,The content is too real ''",,65.0,False,False
27,347,2024-09-28 09:06:15,69,0,0,1,no hashtage,,57.0,False,True
28,1,2024-11-07 14:34:04,313,0,0,1,"solar ,moonbyul ,mamamoo ,wheein ,Hwasa ,Jin Rongxian ,Bunsei ,Ding Huiren ,An Huizhen ,kpop ,Mamamu ,Love of Sun and Moon ,moosun ,Mom Mu '",,17.0,False,False
29,10,2024-10-30 03:00:14,1,0,1,0,"Moles ,Morak '",1 人、毛髮、美妝、海報和文字的特寫.,25.0,False,False
30,6,2024-09-06 05:32:30,625,0,0,1,"Girls ,Hidle ,I_SWAY ,worldtour ,concert ,Hidle ,Newalbum ,Yuqi ,kuchydle ,minnie ,minnieidle ,so soeon ,miyeon ,miyeonidle ,shuhua ,Hidle ,MIYEON ,Minnie ,Gold ,Mini ,So soeon ,Tian Xiaojuan ,Yuqi ,Song Yuqi ,Yuqi ,Shuhua ,Ye Shuhua '",,79.0,True,False
31,227,2024-10-29 18:54:44,176,0,0,1,"funnyvideos ,funny ,funnyanimals ,dog'",,26.0,False,False
32,24,2024-10-30 17:43:06,26,0,0,1,no hashtage,,25.0,False,True
33,28,2024-11-18 02:36:33,5,0,1,0,"McDonald's ,McDonald's new product ,McDonald's discount ,McDonald's French fries ,Taichung Food ,New North Food ,Changhua Food ,Nantou Food ,Tainan Food ,Kaohsiung Food ,Taoyuan Food ,Chiayi Food ,Yunlin Food ,Miaoli Food ,Keelung Food ,Yilan Food ,Hualien Food ,Taitung Food ,Pingtung Food ,Hsinchu Food ''",炸薯條和文字的圖像.,6.0,True,False
34,4,2024-10-15 11:47:08,501,0,0,1,"Door ,mamamo ,moonbyul ,Mom Wood ,wish ,Moon Star ,MoonByul ,玟 ,Bunsei ,moonbyulyi ,moonbyulie ,Starlit_of_Muse'",,40.0,True,False
35,42,2024-10-30 10:27:50,14,0,0,1,no hashtage,,25.0,False,True
36,12,2024-11-07 00:00:51,3,0,0,1,no hashtage,,17.0,False,True
37,268,2024-11-15 14:26:43,98,0,0,1,"Hwasa ,twits ,idiot ,fancam ,kpop ,queenofkpop ,queenofqueens ,performance ,girlgroup ,soloist ,mamamo ,Blackpink ,bts ,door ,aespa ,twice ,kpopedit ,seventeen ,straykids ,newjeans ,you ,gidle ,IVE ,lisa ,Jennie ,Wonyoung ,jessi ,music'",,9.0,True,False
38,39,2024-08-26 11:08:04,0,0,0,1,"Girls ,Hidle ,Children ,I_SWAY ,horn ,Unparressing ,MIYEON ,曺 曺 曺 曺 曺 曺 ,Minnie ,Gold ,Mini ,Soojin ,Spike ,Soyon ,So soeon ,Tian Xiaojuan ,Quan Zhaoyan ,rainy season ,Yuqi ,Song Yuqi ,Yuqi ,Shoe ,Shuhua ,Ye Shuhua",,90.0,True,False
39,74,2024-11-16 12:33:39,9,0,1,0,"cartoon ,comics ,New ,anime ,anime ,Bold party ,Dandadan ,Go to the friendship but find that there are no girls at all present ,There was no woman when I went to a joint party ,Youth box ,Ao no Hako ,I wish I don't know each other in the next life ,Others are good in the afterlife ,Natsume friend book ,Takashi Natsume ,Ecaren ,Pig Stock Da Xixi ,糸 糸 冴 冴 ,Taboo reasoning of Ya Naiqiao Theory ,Ya Naiqiao Theory ,Kamonobashi Ron's forbidden reasoning '",文字的塗鴉.,8.0,True,False
0,1,2024-11-16 01:28:06,262,0,0,1,"Kindness ,TraditionalChineseMedicine ,rescue'",,8.0,True,False
1,20,2024-11-16 13:21:16,17,0,1,0,"New listing ,Red bean control ,Taipei dessert",巴布卡麵包、派餅和文字的圖像.,8.0,True,False
2,17,2024-11-12 12:35:00,73,0,0,1,"giselle ,trending",,12.0,True,False
3,8,2024-11-17 05:25:54,183,0,1,0,"for the ,hwangyeji ,midzy",1 人和毛髮的圖像.,7.0,True,False
4,65,2024-11-17 12:00:15,491,0,1,0,Zhang Ruofan,1 人、毛髮、海報和文字的圖像.,7.0,True,False
5,19,2024-11-13 08:01:41,44,0,0,1,"Lin Junjie ,Wu Zun",,11.0,True,False
6,359,2024-08-24 00:25:18,634,0,1,0,no hashtage,一或多人和美妝的圖像.,92.0,False,True
7,17,2024-11-17 12:00:37,645,0,0,1,Come and come to wealth dj,,7.0,True,False
0,300,2024-11-06 08:01:35,113,0,0,1,"Running Man ,RunningMan ,Song Ji -hyo",,18.0,True,False
1,265,2024-09-09 01:10:28,981,0,0,1,no hashtage,,76.0,False,True
2,186,2024-11-14 04:10:47,4,0,0,1,no hashtage,,10.0,False,True
3,11,2024-11-14 16:48:35,111,0,1,0,jacquesaudiard',1 人、美妝、後綁帶露跟鞋和高跟鞋的圖像.,10.0,False,False
0,13,2024-11-17 05:33:34,4,0,0,1,"itzy ,yeji ,Ryujin ,lia ,chaeryeong ,Yuna ,kpop'",,7.0,True,False
1,6,2024-10-29 15:16:02,3,0,0,1,"Hidle ,Girls ,Hydletted ,Minni ,Nichaytarak ,Mini ,Yuqi ,Change the ID ,rainy season ,miyeon ,gitlemiyeon ,Wei Juan ,soyeon ,gidlesoyeon ,Niche ,shuhua ,Gidleshuhuhua ,Shoe ,Ye Shuhua ,Shuhua ,Mimin",,26.0,True,False
2,2,2024-10-28 10:32:17,541,0,1,0,no hashtage,招牌、電池和文字的圖像.,27.0,False,True
3,5,2024-10-28 12:37:52,236,0,1,0,"Dreamcatcher ,Jury ,Sua ,preview ,Handong ,Dami ,Dreamcatcher ,your ,Handong ,yoohyeon ,kpop ,gg ,girlgroup ,fyp ,dream catcher ,Jiyu ,Shiyoung ,Handon ,Yoohyun ,Stagger ,Gahyun '",1 人、毛髮、牛角扣大衣、口罩、連帽風衣和高領上衣的自拍照.,27.0,True,False
4,209,2024-11-14 13:46:32,711,0,1,0,no hashtage,1 人和毛髮的圖像.,10.0,False,True
5,11,2024-11-13 13:27:46,110,0,0,1,"reels ,lol ,Foreau ,explorepage ,kdramaedits ,fyp ,kdramacouple ,Newdrama ,netflix ,trending ,mrplankton ,trendingnow ,reelsinstagram ,instadaily ,instareels ,Fypage '",,11.0,True,False
6,4,2024-10-30 13:57:04,652,0,1,0,no hashtage,3 個人、牛角扣大衣、連帽風衣、貝雷帽、街道、東京鐵塔和文字的圖像.,25.0,True,True
7,7,2024-11-16 14:11:36,92,0,1,0,"Family convenience store ,FamilyMart ,Family ,Spicy Jack Cheese Little Tusi ,Small toast ,Toast ,SpicyJackCheeseToast ,toast ,pop ,popyummy ,Jyun_ Convenience Store Food Notes'",蛋黃、法式長棍麵包、三明治和文字的圖像.,8.0,True,False
8,145,2024-11-04 16:21:22,4,0,1,0,no hashtage,9 個人、鋼琴、小提琴、音樂會和文字的圖像.,20.0,False,True
9,3,2024-10-27 01:04:11,564,0,1,0,"Solar ,Jin Rongxian ,Pile ,mamamo ,Yongseon Kim ,cimyongsun",2 個人、迷你裙和洋裝的圖像.,28.0,True,False
10,49,2024-10-30 14:31:43,80,0,0,1,"funny ,Funny movie ,Funny video ,Laughed ,interesting ,family'",,25.0,False,False
11,11,2024-10-21 06:59:15,99,0,1,0,"Mizuno ,Mizunok ,REACHBEYOND ,Mizuno ,Mizunosports ,Seol In -ah '",1 人、牛角扣大衣、羽絨外套、上衣、連帽風衣、飛行夾克和文字的圖像.,34.0,False,False
12,12,2024-10-25 18:23:27,1,0,1,0,"Guo Xuexue ,vtype",小貓熊和文字的塗鴉.,30.0,True,False
13,10,2024-11-18 14:05:04,2,0,0,1,"Podcast ,Aluba ,MSN ,Tears of the Time ''",,6.0,False,False
14,79,2024-11-18 19:55:02,715,0,1,0,1',"海報、雜誌和顯示的文字是「 SONG billboard GLOBAIL EXCLUDING UNITED STATES 1 APT. ARTIST 2 Die With A Smile ROSÉ & Bruno Mars 3 Birds Of A Feather Lady Gaga & Bruno Mars 4 Tu TuBoda Billie Eilish 5 That's That'sSoTrue So True Oscar Maydon & Fuerza Regida 6 Whiplash Gracie Abrams aespa 7 Espresso 8 SiAntesTe Si Antes Te Hubiera Conocido Sabrina Carpenter 9 Beautiful Things KarolG G 10 Taste Benson Boone Sabrina Carpenter CHART DATED NOVEMBER 23, 2024 」的圖像.",6.0,False,False
15,112,2024-11-13 15:33:42,599,0,0,1,no hashtage,,11.0,False,True
16,953,2024-11-14 15:37:15,79,0,1,0,no hashtage,1 人、禮服、洋裝和文字的圖像.,10.0,False,True
17,963,2024-11-11 11:20:00,0,0,1,0,"mamamoosolar ,mamamoofanart'",錢和文字的普普藝術品.,13.0,False,False
18,25,2024-10-19 14:07:49,215,0,0,1,"HamsterLife ,TinyShoes ,AdorablePets ,ViralReel ,CutestEver'",,36.0,False,False
